study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
4,98,7,1,11,35,90.84
9,68,6,7,2,43,92.98
9,65,4,2,13,45,91.91
9,76,6,11,2,77,77.61
6,68,5,6,6,90,92.62
11,58,9,2,5,37,91.88
1,94,4,1,14,67,78.85
3,89,8,11,20,38,96.55
7,44,5,1,15,65,82.68
2,81,9,4,15,84,99.31
2,91,8,10,10,41,73.78
3,87,8,9,10,86,97.64
7,96,6,7,20,39,95.7
7,47,6,2,1,49,67.6
10,50,9,6,14,70,100.0
9,40,5,6,18,46,100.0
10,93,9,4,7,75,100.0
6,87,4,9,3,90,82.17
2,89,8,3,12,86,79.09
9,46,7,2,13,45,92.56
4,98,9,8,2,73,86.56
5,90,8,3,4,36,99.63
4,83,9,11,1,75,84.71
6,64,4,5,7,66,69.39
2,67,5,6,19,94,78.13
3,72,7,9,18,50,100.0
9,52,6,10,1,38,64.34
1,42,9,10,5,92,64.08
4,47,5,4,0,41,58.59
10,51,9,1,7,45,88.79
11,67,5,4,19,86,100.0
1,98,7,5,7,85,90.64
5,65,4,3,12,55,76.88
3,83,9,5,10,70,100.0
10,84,8,4,12,72,100.0
2,76,9,4,0,87,81.55
8,99,9,2,9,89,100.0
2,82,9,11,6,51,68.71
5,65,7,11,18,81,100.0
11,95,6,4,12,63,100.0
4,92,9,7,7,81,75.57
2,40,7,6,11,47,60.58
3,90,8,9,7,41,78.55
3,82,5,11,4,79,73.69
5,40,6,10,9,91,80.5
10,100,7,5,8,39,100.0
10,81,8,8,15,90,100.0
11,87,4,11,9,89,100.0
2,95,9,6,7,79,100.0
2,49,9,2,10,41,62.57
7,64,6,8,5,66,76.2
3,54,4,3,4,56,61.1
4,95,7,6,16,36,84.34
2,45,5,5,18,77,79.45
6,47,8,3,15,74,100.0
7,54,4,11,20,35,66.11
1,87,5,6,20,56,67.81
1,100,5,5,18,37,88.2
7,98,4,9,18,42,98.98
8,88,6,10,10,72,95.05
5,47,9,10,8,53,80.36
11,66,9,2,16,62,100.0
11,82,9,8,3,70,100.0
5,89,6,5,2,62,88.92
1,57,4,3,16,68,81.56
5,86,8,11,2,48,71.72
8,64,5,6,18,88,100.0
6,48,6,9,8,48,62.95
6,54,8,8,14,86,100.0
4,40,6,3,15,37,61.75
2,63,6,11,1,58,52.14
3,44,5,11,12,52,79.37
8,91,8,4,12,53,100.0
5,90,9,8,7,68,87.71
4,63,9,4,5,87,86.95
11,50,9,6,20,40,100.0
3,45,9,11,13,77,73.25
11,54,8,8,16,37,100.0
9,97,5,4,9,48,100.0
8,65,7,5,0,38,59.78
7,53,7,4,11,50,88.87
2,64,5,1,15,91,100.0
2,47,6,6,1,80,64.69
11,92,6,3,5,94,100.0
3,98,7,8,6,60,84.0
11,84,6,8,17,71,100.0
7,98,9,3,17,73,100.0
1,40,5,3,9,95,57.33
7,89,5,4,20,85,100.0
8,53,8,7,8,57,84.6
2,90,5,5,5,36,76.28
3,71,5,4,3,68,60.53
8,80,5,4,5,82,98.0
9,78,7,6,13,89,100.0
7,81,7,8,8,93,99.59
11,98,8,6,7,69,100.0
7,94,6,2,4,61,82.01
11,51,5,5,3,83,100.0
10,81,4,9,18,59,100.0
10,70,5,3,7,75,100.0
4,86,5,4,4,37,68.95
11,60,6,6,9,38,94.25
8,58,6,2,5,94,97.62
8,96,6,10,20,85,100.0
1,62,5,2,12,36,63.04
9,84,8,5,1,78,100.0
11,53,5,2,10,75,100.0
10,66,5,4,6,80,99.6
6,61,4,5,20,69,100.0
11,56,7,7,16,77,100.0
4,88,6,4,10,60,95.16
6,74,4,4,16,66,99.82
7,75,8,7,18,90,98.43
1,89,6,2,6,71,75.47
2,59,7,1,2,91,71.04
7,77,7,7,8,63,89.89
4,64,6,10,12,52,86.45
9,93,8,4,6,88,100.0
7,75,8,11,17,92,100.0
6,96,6,11,2,69,93.9
5,93,7,1,3,66,93.32
3,62,9,7,5,51,71.65
9,64,5,9,6,69,91.36
5,60,4,7,7,77,66.54
7,75,8,9,1,88,100.0
7,54,9,1,1,69,94.43
7,40,7,8,13,75,100.0
4,67,9,5,19,81,100.0
8,49,9,11,15,72,94.13
7,80,4,7,8,36,84.74
10,88,6,6,3,48,88.26
1,72,8,9,2,35,38.04
9,81,6,11,18,50,100.0
7,65,6,3,7,50,88.07
8,82,4,4,6,86,100.0
8,59,8,4,18,60,99.09
10,42,4,8,4,51,81.76
5,91,7,6,3,52,88.23
9,70,8,4,8,79,100.0
11,62,8,11,5,58,100.0
5,67,5,11,14,64,58.0
9,83,7,6,14,90,100.0
6,66,5,2,10,91,100.0
7,91,4,1,1,94,100.0
1,61,5,11,19,39,65.53
7,46,7,10,20,91,100.0
1,90,4,8,13,69,65.02
8,69,4,3,11,93,100.0
10,72,8,11,20,37,100.0
10,96,8,11,4,88,91.4
11,65,7,9,7,50,100.0
2,46,4,10,17,93,83.64
10,78,7,4,5,68,89.76
6,41,5,9,15,75,91.13
7,65,6,11,13,86,95.17
3,59,8,7,17,84,92.06
2,90,9,7,12,54,84.34
1,53,6,10,17,87,85.7
11,75,5,4,2,84,99.32
1,87,6,10,8,57,48.73
10,81,5,8,17,46,100.0
7,66,4,6,4,59,64.22
7,79,6,10,13,58,91.23
2,83,7,3,5,53,85.74
5,83,6,6,4,63,70.69
7,78,4,4,14,89,100.0
1,87,6,2,14,48,73.09
3,79,7,1,12,79,100.0
3,47,5,9,7,71,64.39
11,46,9,4,2,95,100.0
4,81,8,1,20,81,100.0
11,68,4,5,11,87,100.0
11,77,7,11,8,63,100.0
10,67,9,5,13,54,100.0
5,53,8,8,5,82,79.36
6,58,8,11,2,85,76.61
5,65,9,2,20,77,100.0
8,93,7,10,9,64,100.0
2,46,9,5,0,36,35.08
10,93,6,6,10,62,100.0
7,62,9,11,13,43,82.85
4,70,9,6,12,36,85.88
10,62,9,3,1,57,100.0
11,60,7,8,5,73,100.0
3,40,7,9,14,91,87.66
9,85,6,10,17,69,100.0
1,75,5,3,4,87,61.78
6,69,8,6,1,73,88.56
8,64,5,6,6,65,90.45
4,94,6,9,19,73,90.8
10,65,4,5,14,38,98.92
5,57,8,11,1,71,54.1
5,44,7,7,6,59,77.35
2,68,6,2,4,83,79.19
3,62,7,5,15,92,100.0
11,77,9,10,4,81,100.0
1,96,6,3,10,81,92.28
5,89,9,9,14,40,81.21
3,99,6,5,5,47,69.42
1,59,8,6,14,60,100.0
10,59,9,10,13,63,100.0
7,41,9,8,5,62,78.15
4,58,5,5,1,41,50.83
2,42,4,8,17,54,54.73
9,90,7,10,0,77,75.8
11,88,5,6,9,76,100.0
8,64,7,3,1,62,100.0
8,67,7,11,17,40,100.0
11,88,8,3,10,44,100.0
6,80,9,1,6,82,94.81
11,68,5,6,10,84,100.0
5,62,6,11,3,77,61.9
8,61,6,6,19,82,100.0
10,83,4,3,12,71,94.05
5,61,5,2,2,43,75.93
11,85,5,11,14,55,100.0
9,52,7,1,2,93,92.35
8,89,9,3,12,68,100.0
10,80,4,4,0,41,77.67
2,85,4,11,15,58,77.16
10,82,7,5,15,38,100.0
7,96,5,6,17,93,100.0
7,80,4,4,20,54,95.66
3,44,9,7,7,50,67.48
1,83,6,3,8,64,70.02
5,70,5,4,0,75,83.45
9,95,7,1,4,58,100.0
3,45,9,5,12,95,80.78
10,70,8,5,16,66,100.0
7,40,4,1,20,86,95.14
9,92,4,2,9,93,100.0
9,94,8,6,12,38,100.0
9,93,6,4,2,46,97.52
1,93,6,9,3,71,72.49
3,40,5,5,1,90,54.31
5,59,9,3,19,79,100.0
5,77,7,2,9,54,100.0
3,89,4,6,1,45,73.62
7,82,8,6,2,76,94.68
11,95,5,3,1,78,100.0
2,46,7,9,16,61,74.51
9,72,7,6,20,39,100.0
1,91,6,11,14,66,66.62
11,69,9,1,12,83,100.0
2,87,4,2,12,86,98.85
8,92,7,3,3,83,100.0
6,65,6,6,20,66,100.0
9,45,5,9,19,38,87.78
4,85,8,10,5,86,92.48
2,93,8,4,11,47,77.52
11,96,9,1,5,69,100.0
6,77,8,10,4,57,72.55
8,96,6,9,17,61,100.0
4,50,9,2,6,52,62.65
11,65,9,3,7,57,100.0
7,100,4,5,15,64,100.0
9,60,5,8,11,79,100.0
2,86,7,11,18,71,88.26
9,95,7,8,18,47,100.0
3,93,9,1,15,64,100.0
7,41,8,8,16,48,94.97
10,51,6,4,3,42,89.74
7,94,5,2,0,60,80.66
2,51,6,4,3,65,51.41
11,69,5,4,15,50,100.0
5,63,6,10,11,66,77.71
8,41,8,6,19,82,100.0
8,58,8,4,8,65,93.28
3,88,7,9,2,86,89.87
2,62,8,9,2,76,54.47
5,55,6,8,18,90,93.62
3,71,8,2,3,36,63.32
11,44,4,9,1,74,94.26
5,57,9,9,7,37,69.58
11,98,6,3,12,53,100.0
4,90,6,2,16,76,100.0
6,40,8,6,17,50,96.92
7,85,7,8,10,43,88.49
10,40,8,11,0,39,84.99
7,71,5,10,0,94,89.27
2,79,8,4,14,89,89.26
4,65,6,5,10,80,73.04
1,51,5,10,11,48,43.84
9,46,8,6,19,38,100.0
3,96,8,7,2,68,86.19
8,52,7,7,6,87,84.32
9,97,9,4,14,71,100.0
1,55,6,4,19,56,68.87
8,57,6,10,14,85,100.0
7,93,6,6,19,36,100.0
9,89,6,5,9,58,100.0
2,74,6,3,4,70,66.0
11,88,6,2,20,64,100.0
1,45,9,3,8,36,64.92
9,58,8,2,4,42,85.99
3,54,9,1,20,50,100.0
5,53,4,8,16,82,86.78
8,68,5,3,1,80,97.2
5,74,9,7,16,38,78.42
11,99,6,2,17,83,100.0
5,40,6,3,5,74,66.56
4,84,7,6,19,84,100.0
3,74,5,3,0,81,78.78
10,83,9,3,2,42,92.84
10,90,5,11,6,69,79.63
10,98,6,4,19,42,100.0
10,97,7,9,12,78,100.0
10,41,5,3,16,70,99.11
6,76,7,9,7,39,80.84
3,64,5,5,2,61,58.0
4,81,4,7,3,51,48.05
7,73,7,9,10,85,100.0
5,83,9,9,13,50,100.0
1,92,7,1,4,40,54.52
7,45,7,6,19,47,62.51
3,64,8,10,16,52,82.61
10,44,4,7,19,75,100.0
8,99,5,4,12,85,100.0
2,70,6,2,9,88,100.0
6,53,6,3,2,60,81.57
8,59,9,9,4,85,91.17
11,94,8,4,19,60,100.0
8,65,6,9,15,41,76.2
6,94,5,1,1,65,92.82
8,54,8,7,11,56,92.22
4,80,5,1,0,88,84.39
8,44,4,2,5,62,87.22
1,100,8,7,15,66,100.0
3,85,5,2,8,48,61.6
2,83,9,6,3,86,89.13
6,46,7,9,1,81,67.6
1,53,7,1,17,78,89.45
8,62,6,3,0,72,70.95
11,100,9,11,19,79,100.0
9,50,9,2,4,78,97.47
3,90,6,1,9,68,85.61
9,54,4,11,20,91,100.0
5,61,8,2,2,52,100.0
10,96,6,7,4,78,97.47
2,99,6,9,17,48,81.09
4,89,5,2,17,65,82.02
6,95,9,7,1,58,72.72
3,41,4,4,2,69,43.19
1,41,8,9,19,52,61.37
9,83,4,4,15,66,100.0
1,75,5,2,1,37,62.62
2,52,6,10,19,93,100.0
10,91,8,3,3,53,100.0
11,90,7,5,4,83,100.0
8,68,6,2,0,94,98.98
1,54,6,6,13,80,65.47
8,67,4,1,6,66,94.2
4,55,7,7,13,52,90.95
4,52,9,9,19,55,78.78
10,57,9,9,9,80,100.0
10,72,4,4,4,74,98.87
2,49,6,5,7,65,61.0
3,56,9,3,19,43,95.01
3,55,7,9,16,68,94.51
6,81,5,6,3,89,96.44
1,61,4,8,17,81,74.22
1,51,6,3,10,38,49.17
9,94,9,4,14,72,100.0
2,92,6,8,6,55,60.79
6,43,5,9,7,78,61.94
1,73,7,5,11,41,53.96
1,87,4,7,4,65,57.63
5,59,8,11,13,89,85.12
10,78,5,2,18,39,100.0
10,74,6,5,3,88,100.0
5,81,9,7,12,48,75.1
8,71,7,9,4,46,99.38
5,68,5,8,7,50,73.03
6,87,7,5,13,91,100.0
5,60,9,3,11,86,99.8
8,47,4,3,18,54,87.55
9,86,7,10,10,71,100.0
6,71,4,9,16,54,85.13
7,55,4,1,4,35,68.7
3,58,9,6,15,88,98.2
7,61,7,3,3,84,95.6
4,64,4,10,9,42,76.79
1,60,8,11,19,95,72.54
5,62,7,6,5,75,73.64
1,65,9,10,5,56,63.37
11,83,5,5,1,65,98.36
4,41,7,9,10,49,79.72
4,49,5,6,17,44,76.87
6,80,7,1,12,38,89.28
4,74,8,6,11,57,85.67
11,62,8,8,19,83,100.0
7,95,6,10,10,42,100.0
9,61,8,11,11,85,97.1
4,97,9,4,14,70,100.0
11,42,4,8,6,37,81.47
10,48,7,9,19,43,97.9
7,68,5,9,5,51,76.21
3,63,9,1,16,73,87.06
10,52,5,6,1,95,100.0
6,76,5,7,19,89,100.0
3,90,9,10,17,80,100.0
7,42,8,5,5,46,66.98
11,58,8,1,16,67,100.0
6,56,9,7,17,49,92.14
1,61,4,3,14,62,66.91
9,57,7,2,5,83,100.0
5,42,9,7,9,43,58.93
9,53,7,6,4,89,100.0
5,66,8,5,19,84,100.0
3,48,6,7,17,91,100.0
4,55,9,1,10,77,79.43
4,57,8,1,8,84,100.0
5,68,8,4,5,95,100.0
9,57,8,7,14,76,100.0
5,45,7,3,18,58,63.11
4,45,6,1,0,50,69.8
1,62,9,10,1,48,53.76
2,48,5,1,11,56,72.92
9,41,5,1,14,70,100.0
6,100,7,5,14,58,100.0
5,70,8,7,18,54,76.81
9,79,6,5,0,52,94.41
2,73,5,4,19,48,87.85
10,55,8,6,7,80,100.0
2,49,7,6,8,70,69.79
2,61,6,7,15,51,76.67
1,93,8,7,2,85,86.99
2,84,8,3,4,93,91.92
3,90,9,5,18,45,100.0
9,98,5,2,16,39,100.0
9,65,8,3,8,55,100.0
4,97,4,2,19,83,100.0
11,45,9,11,18,80,100.0
4,59,8,2,3,49,62.69
3,44,5,7,18,62,60.6
3,41,9,6,20,94,100.0
3,84,7,4,14,71,96.3
1,47,5,10,0,46,26.89
8,58,7,3,3,45,69.81
3,46,9,7,17,85,67.86
10,71,8,3,4,40,80.89
1,93,4,8,11,63,75.27
5,96,8,11,3,76,100.0
3,84,6,8,15,81,100.0
1,87,8,1,0,76,72.08
4,86,5,9,1,58,51.29
10,43,9,8,8,87,100.0
3,70,5,3,9,86,100.0
7,75,4,2,20,65,100.0
10,62,8,6,9,60,98.99
2,53,6,7,11,63,62.16
10,59,9,5,15,79,100.0
7,47,9,10,7,66,75.28
6,92,7,5,3,61,95.27
7,83,5,7,12,90,100.0
5,94,8,8,0,58,86.25
6,84,5,3,18,91,100.0
5,44,5,7,5,78,83.51
3,57,4,9,17,48,78.39
8,84,9,6,1,53,98.0
8,69,4,6,2,61,79.48
4,58,4,11,6,58,55.55
6,89,4,3,8,73,73.61
4,42,4,1,16,53,100.0
2,96,4,1,6,50,81.22
2,68,7,11,2,88,56.75
6,60,6,6,19,52,100.0
3,70,5,5,17,63,74.38
4,95,8,7,3,53,82.13
5,49,8,5,3,78,91.81
5,60,9,6,15,94,100.0
5,62,9,8,17,49,92.14
1,61,7,5,6,91,67.09
4,89,4,2,5,75,90.32
1,100,7,11,16,81,94.45
1,62,5,4,0,64,42.9
4,84,9,10,6,94,96.47
2,69,5,3,0,37,37.84
6,45,6,6,10,56,74.68
5,51,8,7,2,75,64.45
4,91,6,1,0,58,66.22
11,70,5,1,14,76,100.0
2,44,5,9,2,89,51.43
11,87,5,8,20,92,100.0
9,71,7,10,3,76,100.0
9,98,8,3,2,68,100.0
5,95,6,3,13,49,100.0
2,66,5,9,3,69,66.51
5,46,5,8,3,81,63.63
4,47,9,8,9,90,76.87
11,81,7,8,20,50,100.0
1,62,8,10,12,43,77.41
4,47,4,5,10,47,61.86
5,59,6,8,20,90,100.0
4,87,4,7,17,56,100.0
7,57,6,3,13,74,100.0
9,86,7,6,8,70,100.0
1,97,7,4,11,69,100.0
8,52,6,6,20,88,100.0
7,45,7,5,11,79,100.0
4,56,5,6,3,49,58.75
7,61,4,1,5,39,82.15
7,71,7,6,5,59,82.34
11,56,8,5,13,92,100.0
7,84,7,7,5,84,92.97
5,94,4,5,4,86,79.6
5,44,5,9,6,36,55.93
1,69,6,2,15,58,79.72
4,51,9,5,14,54,88.41
2,71,8,9,16,70,100.0
9,87,5,6,11,73,100.0
11,55,7,11,14,54,85.62
3,98,5,11,9,38,65.61
10,99,7,11,19,66,100.0
8,90,9,10,19,53,100.0
8,89,4,10,16,73,100.0
10,63,5,6,11,79,100.0
7,75,4,8,4,80,98.3
4,40,7,4,20,36,76.34
6,57,5,8,13,69,85.91
6,40,4,3,9,55,96.16
1,51,9,5,17,45,68.85
8,52,9,2,10,64,77.94
8,85,5,7,19,87,100.0
6,94,4,5,13,54,86.08
1,84,5,10,11,93,83.76
6,87,9,5,8,66,100.0
7,69,9,5,11,54,90.01
1,54,9,3,0,83,59.13
6,44,6,5,0,59,64.28
4,70,8,3,6,82,80.2
8,68,5,1,8,61,99.15
5,53,4,6,9,58,69.41
2,40,4,10,8,64,63.96
1,85,8,8,10,92,93.49
8,55,5,5,4,92,85.17
3,94,5,1,17,48,88.05
7,72,7,7,14,61,92.55
1,50,4,9,2,79,63.98
9,80,5,9,20,79,100.0
9,93,4,11,17,80,100.0
10,85,6,6,7,70,100.0
9,70,6,6,16,57,100.0
8,62,7,10,16,85,100.0
6,56,7,7,15,89,100.0
9,47,8,9,19,65,100.0
4,57,7,7,10,88,88.23
2,94,4,9,0,88,68.9
6,100,5,7,4,52,100.0
2,42,6,10,9,64,42.75
7,43,8,6,4,88,100.0
4,81,7,8,3,57,83.13
5,59,5,6,4,83,86.39
6,60,5,3,16,56,100.0
7,80,8,9,19,42,100.0
2,60,7,2,4,53,55.69
7,64,4,7,18,69,86.68
4,88,5,9,7,75,81.86
3,58,6,8,3,70,72.81
7,82,5,11,0,89,66.17
3,67,8,9,8,42,56.51
4,56,9,2,13,72,100.0
1,79,4,4,16,36,75.69
4,42,4,6,3,61,57.14
11,51,6,4,18,63,100.0
4,99,7,1,15,83,100.0
8,91,8,2,17,39,100.0
6,50,5,4,2,75,58.21
9,89,8,2,13,62,100.0
3,40,5,4,9,35,59.71
9,57,4,4,0,73,88.06
11,63,5,1,17,70,100.0
11,95,8,2,8,64,100.0
2,98,5,4,18,70,97.6
9,59,5,1,9,86,100.0
5,91,4,5,3,78,82.58
10,64,7,10,17,44,100.0
7,90,8,10,14,72,96.13
8,49,6,9,14,55,100.0
1,43,4,4,15,45,64.73
3,40,7,7,9,54,79.68
2,45,4,8,5,81,66.74
11,89,4,2,9,91,100.0
6,87,5,11,3,80,66.72
6,66,8,5,12,72,97.4
4,62,6,11,10,59,64.73
7,78,4,1,12,63,100.0
8,78,8,6,0,58,92.61
1,61,5,6,18,36,70.52
4,96,8,1,13,44,92.43
7,79,6,5,9,47,78.77
8,95,6,4,5,42,88.55
1,69,7,7,2,45,43.02
4,73,4,5,18,62,90.02
1,86,7,10,20,66,90.99
7,72,7,7,17,79,100.0
1,45,6,6,2,76,52.48
9,95,6,1,5,57,90.37
9,48,5,4,9,52,100.0
3,75,6,2,9,53,97.05
4,75,6,10,19,36,61.77
2,62,7,11,8,68,83.3
3,61,7,3,6,47,50.91
9,47,5,9,19,57,99.9
11,60,8,8,20,90,100.0
1,81,5,4,8,70,74.16
9,91,7,6,7,67,100.0
9,99,5,11,8,67,100.0
11,92,8,10,3,69,96.76
10,77,4,5,11,69,100.0
11,92,9,10,9,70,100.0
10,97,8,3,9,78,100.0
7,69,8,9,20,60,100.0
7,83,8,7,11,84,100.0
3,43,6,6,20,58,89.91
10,84,4,1,6,69,100.0
6,91,8,3,12,90,100.0
8,41,6,10,5,78,70.5
8,84,9,1,9,37,98.93
2,54,4,10,12,51,56.06
3,78,7,5,17,65,100.0
6,76,7,2,15,59,100.0
4,99,7,6,2,55,65.05
8,74,5,10,16,35,91.58
10,65,5,3,6,35,85.08
10,91,7,11,2,65,85.65
3,86,7,11,14,83,84.58
7,95,5,9,17,69,100.0
11,46,8,8,15,37,100.0
8,77,8,2,15,80,100.0
10,90,8,2,14,74,100.0
1,99,8,5,20,72,97.43
6,59,8,8,20,71,100.0
4,40,5,8,15,76,81.93
11,40,6,10,1,73,100.0
2,87,6,4,16,56,100.0
3,85,9,10,7,83,79.25
1,80,6,2,6,79,78.63
5,77,4,11,13,35,83.81
6,90,9,3,8,74,100.0
6,40,7,4,0,85,69.63
5,65,8,8,7,66,81.14
7,42,5,8,2,92,91.85
2,90,9,3,2,37,68.99
3,99,5,1,7,40,93.16
7,66,6,5,4,63,80.31
10,86,5,7,13,65,100.0
7,58,4,7,16,41,94.94
11,59,7,7,5,89,100.0
6,48,6,1,20,61,100.0
10,63,5,2,6,95,100.0
11,93,5,4,7,62,100.0
7,70,4,10,4,73,87.31
5,97,7,9,20,88,100.0
1,56,9,11,14,85,75.82
6,49,6,10,20,90,100.0
10,42,7,7,11,85,100.0
5,81,5,9,10,64,87.95
11,98,6,2,14,51,100.0
3,74,8,1,1,83,65.89
4,100,8,3,5,49,83.42
4,65,8,2,8,74,100.0
8,69,4,4,10,80,100.0
10,88,7,10,20,78,100.0
10,57,4,8,5,57,90.11
8,51,6,8,18,42,82.62
1,55,9,1,5,46,50.69
2,44,7,11,5,48,53.14
2,97,9,3,9,60,91.38
5,83,9,9,10,75,86.97
6,75,8,4,14,54,84.12
7,66,8,6,12,65,100.0
4,58,4,3,9,51,90.08
7,78,9,6,7,54,83.15
10,92,5,11,4,55,84.85
5,49,6,5,12,93,94.14
10,75,7,2,11,54,100.0
1,98,5,7,7,60,83.77
3,60,4,2,19,67,88.96
9,96,4,8,2,69,99.46
6,74,4,11,18,85,100.0
3,55,9,7,8,67,81.56
4,65,9,9,4,82,96.3
3,86,5,10,0,44,42.99
4,53,4,1,15,84,92.68
1,78,6,4,4,54,63.34
2,83,7,7,15,49,86.97
8,79,7,8,0,90,100.0
9,61,6,1,8,91,100.0
10,93,6,9,12,44,100.0
8,41,5,9,7,71,85.98
2,95,4,5,15,65,70.81
1,91,5,1,13,58,100.0
9,66,5,9,3,86,85.94
1,44,5,5,4,53,42.72
9,84,6,11,6,95,93.85
7,48,7,7,18,93,100.0
8,75,5,9,4,56,95.37
7,89,4,1,12,92,100.0
3,62,7,4,13,95,92.6
6,48,5,7,17,71,72.68
5,52,6,8,19,47,99.67
4,76,8,5,16,53,95.08
1,85,8,5,7,76,94.16
2,62,8,5,8,40,79.12
10,54,8,3,8,63,94.35
5,70,9,4,7,90,100.0
7,87,4,7,9,55,77.83
11,51,5,1,15,89,100.0
3,86,6,4,15,56,95.13
2,49,6,5,18,58,74.66
5,76,6,7,11,52,72.39
11,66,8,3,19,62,100.0
2,74,9,6,19,86,100.0
10,94,9,5,0,44,86.09
10,58,6,5,4,58,97.97
9,84,9,2,12,77,100.0
9,77,4,4,6,46,94.62
11,85,9,5,13,65,100.0
8,53,9,11,16,63,100.0
9,41,5,9,16,80,100.0
8,98,6,4,6,45,100.0
2,41,8,7,5,39,53.63
2,56,7,3,13,81,89.83
8,55,9,11,17,81,100.0
2,47,4,6,11,39,52.32
11,100,7,8,2,83,100.0
8,92,5,11,3,47,72.64
5,62,7,8,18,54,95.46
2,61,7,10,5,54,46.14
7,47,4,5,15,78,87.31
8,49,4,11,12,35,77.83
7,71,6,8,18,52,97.77
7,56,9,7,15,95,100.0
2,77,4,10,5,47,51.72
3,90,4,3,5,90,96.74
5,94,6,3,8,49,92.83
9,99,8,2,8,79,100.0
10,43,8,11,3,37,89.02
6,67,4,7,3,64,62.81
4,94,5,7,9,39,59.82
8,88,8,11,3,59,80.64
3,54,7,2,7,67,70.03
6,61,7,6,19,66,100.0
4,79,9,10,15,61,83.24
2,54,5,9,3,42,48.68
3,60,4,6,12,46,67.91
10,63,8,11,20,35,87.46
2,97,7,3,0,36,74.08
8,75,4,1,16,79,100.0
10,94,9,1,2,63,100.0
4,66,4,10,4,63,44.18
8,73,8,10,14,38,99.85
11,46,5,8,8,80,87.65
4,74,5,4,5,89,68.11
10,83,5,7,14,49,100.0
11,79,7,7,11,44,100.0
2,63,4,5,17,56,86.35
8,99,5,6,7,80,100.0
8,84,6,6,3,86,100.0
2,68,7,11,4,76,55.39
8,88,6,11,13,35,86.97
8,84,4,1,11,71,94.1
2,95,4,2,1,42,72.03
9,100,5,4,10,86,100.0
6,50,8,8,3,78,78.22
11,78,7,8,14,53,100.0
1,70,4,3,18,75,100.0
11,87,7,5,0,43,76.54
7,62,8,9,18,49,100.0
9,76,4,1,19,93,100.0
5,85,7,11,8,44,80.45
6,71,7,5,0,62,73.9
2,84,9,7,2,67,74.19
5,56,4,10,6,51,74.17
11,53,9,11,20,78,100.0
7,85,8,5,12,67,100.0
4,43,5,5,8,68,82.0
3,95,8,6,20,52,90.62
5,80,7,2,0,71,77.91
7,82,5,6,18,72,100.0
6,76,5,11,14,73,99.57
8,94,6,5,5,41,89.07
4,94,9,4,10,46,98.72
5,62,4,10,0,65,52.22
8,97,5,9,16,56,100.0
3,43,4,4,9,76,78.0
10,60,9,11,13,51,98.31
8,78,8,2,11,38,97.97
9,73,5,6,17,77,100.0
11,60,7,6,10,45,100.0
7,59,5,9,8,94,96.57
3,94,7,3,3,55,76.86
2,71,7,2,13,90,100.0
1,60,9,2,9,90,99.19
7,43,9,1,9,57,79.12
7,75,7,7,14,76,100.0
4,45,8,4,17,56,93.65
9,74,8,2,1,74,99.88
4,66,8,10,4,47,73.48
3,65,4,9,9,74,76.36
2,95,7,11,7,36,61.38
9,96,9,7,17,73,100.0
10,52,6,1,10,94,100.0
5,92,7,8,14,63,100.0
6,55,8,3,1,90,100.0
5,72,7,6,11,42,72.24
1,81,6,3,15,74,84.25
8,99,4,11,12,77,97.89
10,56,4,4,2,65,93.45
3,53,7,5,9,50,75.51
8,79,4,5,19,68,100.0
4,84,7,8,0,50,80.11
6,99,4,5,18,67,100.0
1,82,9,8,5,81,91.21
1,94,4,10,2,84,61.18
3,86,6,11,17,76,99.76
7,47,5,1,7,88,91.95
2,86,6,11,14,42,52.48
4,44,9,2,16,57,78.75
10,77,9,3,5,54,100.0
8,90,6,6,8,76,95.83
8,55,4,6,13,83,100.0
7,59,9,2,5,53,73.22
4,75,9,9,8,94,90.07
6,86,7,8,13,36,94.73
7,45,4,9,16,82,96.83
6,100,8,6,14,74,100.0
1,62,6,5,16,89,94.8
2,93,5,2,9,38,80.57
8,89,9,11,16,55,100.0
3,95,6,8,13,36,81.98
3,88,4,7,6,69,57.34
11,92,9,10,18,95,100.0
10,100,4,10,4,36,93.39
3,93,7,1,8,86,93.87
8,92,6,5,17,82,100.0
5,40,4,2,10,83,96.09
9,59,6,1,20,35,100.0
9,66,4,7,6,84,86.78
6,100,4,2,20,55,100.0
6,93,7,3,11,78,100.0
3,88,6,7,17,40,81.86
9,42,6,11,16,90,92.82
7,43,4,6,9,39,67.26
9,64,7,3,9,64,100.0
9,46,6,8,19,43,100.0
10,42,5,9,7,57,80.37
9,95,5,2,8,38,99.56
9,83,7,8,20,84,100.0
11,52,6,11,13,47,100.0
1,78,4,7,11,41,71.51
9,62,4,6,12,92,100.0
9,58,7,1,19,78,100.0
2,51,4,11,13,46,55.14
4,40,9,8,6,49,67.55
4,69,9,3,10,80,84.93
4,97,9,4,6,80,100.0
10,88,9,1,8,89,100.0
1,56,9,2,7,49,50.43
1,65,4,4,3,59,59.9
6,77,4,11,11,43,62.3
6,54,5,11,15,63,100.0
6,97,7,2,5,87,100.0
10,88,7,2,9,73,100.0
10,61,5,5,19,48,100.0
7,76,7,5,5,83,97.73
1,78,8,2,19,55,59.78
6,43,6,2,6,51,86.09
3,61,4,10,5,69,49.89
7,89,4,1,12,94,100.0
6,48,4,3,11,53,78.69
